70,1,Noise0,target,6,31
70,1,Noise0,target,5,21
70,1,Noise0,target,4,9
70,1,Noise0,target,3,4
70,1,Noise0,target,2,2
70,1,Noise0,target,1,3
70,1,Noise0,lure,6,2
70,1,Noise0,lure,5,7
70,1,Noise0,lure,4,9
70,1,Noise0,lure,3,9
70,1,Noise0,lure,2,7
70,1,Noise0,lure,1,36
70,1,Noise1,target,6,17
70,1,Noise1,target,5,27
70,1,Noise1,target,4,14
70,1,Noise1,target,3,6
70,1,Noise1,target,2,3
70,1,Noise1,target,1,3
70,1,Noise1,lure,6,2
70,1,Noise1,lure,5,12
70,1,Noise1,lure,4,14
70,1,Noise1,lure,3,10
70,1,Noise1,lure,2,8
70,1,Noise1,lure,1,24
70,1,Noise2,target,6,10
70,1,Noise2,target,5,29
70,1,Noise2,target,4,15
70,1,Noise2,target,3,8
70,1,Noise2,target,2,4
70,1,Noise2,target,1,4
70,1,Noise2,lure,6,2
70,1,Noise2,lure,5,16
70,1,Noise2,lure,4,17
70,1,Noise2,lure,3,11
70,1,Noise2,lure,2,8
70,1,Noise2,lure,1,16
70,1,Noise3,target,6,7
70,1,Noise3,target,5,29
70,1,Noise3,target,4,17
70,1,Noise3,target,3,9
70,1,Noise3,target,2,4
70,1,Noise3,target,1,4
70,1,Noise3,lure,6,2
70,1,Noise3,lure,5,19
70,1,Noise3,lure,4,18
70,1,Noise3,lure,3,11
70,1,Noise3,lure,2,8
70,1,Noise3,lure,1,12
70,1,Noise4,target,6,6
70,1,Noise4,target,5,29
70,1,Noise4,target,4,18
70,1,Noise4,target,3,9
70,1,Noise4,target,2,4
70,1,Noise4,target,1,4
70,1,Noise4,lure,6,2
70,1,Noise4,lure,5,21
70,1,Noise4,lure,4,19
70,1,Noise4,lure,3,12
70,1,Noise4,lure,2,7
70,1,Noise4,lure,1,9
